ISBN;AccessionNum;LoanID;Title;Genre;Category;Publisher;Author;Author;OnLoan;Stock;Language;YearOfPublication;Yazar ISBN Kodu
ISBN_000000000001698;ACCS_000000000001668;LOAN_000000000001741;Kilit;Roman;Tarih ve Co?rafya;Ketebe Yay?nlar?;M. Necati Sepetçio?lu;M. Necati;Sepetçio?lu;0;Türkçe;44524,33638;100887
ISBN_000000000001699;ACCS_000000000001669;LOAN_000000000001742;Kimdir Bu Mitat Karaman?;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Do?u Yücel;Do?u;Yücel;0;Türkçe;45562,48529;100888
ISBN_000000000001700;ACCS_000000000001670;LOAN_000000000001743;Kimlik;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Semra Cicigöz;Semra;Cicigöz;0;Türkçe;45345,52852;100889
ISBN_000000000001701;ACCS_000000000001671;LOAN_000000000001744;Kimyager;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Stephenie Meyer;Stephenie;Meyer;0;Türkçe;45363,9176;100699
ISBN_000000000001702;ACCS_000000000001672;LOAN_000000000001745;Kiral?k Konak;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Yakup Kadri Karaosmano?lu;Yakup Kadri;Karaosmano?lu;0;Türkçe;44901,4733;100682
ISBN_000000000001703;ACCS_000000000001673;LOAN_000000000001746;Kirvelik;Roman;Tarih ve Co?rafya;Ketebe Yay?nlar?;Ay?e Kudat;Ay?e;Kudat;0;Türkçe;44525,46752;100181
ISBN_000000000001704;ACCS_000000000001674;LOAN_000000000001747;Kitap H?rs?z?;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Markus Zusak;Markus;Zusak;0;Türkçe;45586,54679;100747
ISBN_000000000001705;ACCS_000000000001675;LOAN_000000000001748;Kitapç? Mendel;Roman;Alman Edebiyat?;Ketebe Yay?nlar?;Stefan Zweig;Stefan;Zweig;0;Türkçe;45586,54679;100094
ISBN_000000000001706;ACCS_000000000001676;LOAN_000000000001749;Kitaplar A?k?na;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Ashton Lee;Ashton;Lee;0;Türkçe;44529,44007;100890
ISBN_000000000001707;ACCS_000000000001677;LOAN_000000000001750;Klon;Roman;Dünya Edebiyat?;Koridor Yay?nc?l?k;Kevin Guilfoile;Kevin;Guilfoile;0;Türkçe;45567,31899;100891
ISBN_000000000001708;ACCS_000000000001678;LOAN_000000000001751;Koca Sinan;Roman;Tarih ve Co?rafya;Ketebe Yay?nlar?;Faz?l Hayati Çorbac?o?lu;Faz?l Hayati;Çorbac?o?lu;0;Türkçe;45363,91144;100330
ISBN_000000000001709;ACCS_000000000001679;LOAN_000000000001752;Koçan Ayna;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Giovanni Papini;Giovanni;Papini;0;Türkçe;44526,43742;100892
ISBN_000000000001710;ACCS_000000000001680;LOAN_000000000001753;Kokotlar Mektebi;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Hüseyin Rahhmi Gürpinar;Hüseyin Rahhmi;Gürpinar;0;Türkçe;44526,34619;100114
ISBN_000000000001711;ACCS_000000000001681;LOAN_000000000001754;Koku;Roman;Alman Edebiyat?;Ketebe Yay?nlar?;Patrick Süsk?nd;Patrick;Süsk?nd;0;Türkçe;45184,60958;100893
ISBN_000000000001712;ACCS_000000000001681;LOAN_000000000001755;Koku;Roman;Alman Edebiyat?;Ketebe Yay?nlar?;Patr?ck Süsk?nd;Patr?ck;Süsk?nd;0;Türkçe;44526,44497;100464
ISBN_000000000001713;ACCS_000000000001682;LOAN_000000000001756;Koloni;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Jean-Chr?stophe Grange;Jean-Chr?stophe;Grange;0;Türkçe;44525,44569;100894
ISBN_000000000001714;ACCS_000000000001683;LOAN_000000000001757;Korku;Roman;Alman Edebiyat?;Ketebe Yay?nlar?;Stefan Zweig;Stefan;Zweig;0;Türkçe;44901,48757;100094
ISBN_000000000001715;ACCS_000000000001684;LOAN_000000000001758;Korku Vadisi;Roman;?ngiliz Edebiyat?;Ketebe Yay?nlar?;S?r Arthur Conan Doyle;S?r Arthur Conan;Doyle;0;Türkçe;45568,27823;100895
ISBN_000000000001716;ACCS_000000000001684;LOAN_000000000001759;Korku Vadisi;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Sherlock Holmes;Sherlock;Holmes;0;Türkçe;45562,34814;100224
ISBN_000000000001717;ACCS_000000000001685;LOAN_000000000001760;Korku Yuvas?;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Dean R. Koontz;Dean R.;Koontz;0;Türkçe;45562,42514;100671
ISBN_000000000001718;ACCS_000000000001686;LOAN_000000000001761;Korkut Ata Ne Söyledi;Roman;Tarih ve Co?rafya;Ketebe Yay?nlar?;Aykut Ertu?rul;Aykut;Ertu?rul;0;Türkçe;44526,56758;100333
ISBN_000000000001719;ACCS_000000000001687;LOAN_000000000001762;Korkut Ata Ne Söyledi;Roman;Tarih ve Co?rafya;Öykü;Aykut Ertugrul Güray Süngü;Aykut Ertugrul Güray;Süngü;0;Türkçe;45562,50006;100896
ISBN_000000000001720;ACCS_000000000001688;LOAN_000000000001763;Korkuyu Beklerken;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;O?uz Atay;O?uz;Atay;0;Türkçe;44901,51971;100192
ISBN_000000000001721;ACCS_000000000001689;LOAN_000000000001764;Kornelyus'Un Ezgisi;Roman;Türk Edebiyat?;Nemesis Kitapç?l?k;Nedret K?l?ç;Nedret;K?l?ç;0;Türkçe;44900,60752;100897
ISBN_000000000001722;ACCS_000000000001690;LOAN_000000000001765;Korsikal?;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Bill. S. Ball?nger.;Bill. S.;Ball?nger.;0;Türkçe;44529,39046;100898
ISBN_000000000001723;ACCS_000000000001691;LOAN_000000000001766;Ko?mak ?stiyorum;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Wendel?n Van Draanen;Wendel?n Van;Draanen;0;Türkçe;44529,38991;100899
ISBN_000000000001724;ACCS_000000000001692;LOAN_000000000001767;Kovuk Palas?n Esrar?;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Osman Cemal Kayg?l?;Osman Cemal;Kayg?l?;0;Türkçe;44529,56928;100900
ISBN_000000000001725;ACCS_000000000001693;LOAN_000000000001768;Kozmoz;Roman;Do?a Bilimleri ve Matematik;Ketebe Yay?nlar?;Ann Druyan;Ann;Druyan;0;;45566,40074;100901
ISBN_000000000001726;ACCS_000000000001694;LOAN_000000000001769;Kökler Ve Dallar;Roman;?iir;Ketebe Yay?nlar?;Arif Nihat Asya;Arif Nihat;Asya;0;;45566,39644;100016
ISBN_000000000001727;ACCS_000000000001695;LOAN_000000000001770;Köklerden ?lklere;Roman;Tarih ve Co?rafya;Ketebe Yay?nlar?;Sabahat Tuna;Sabahat;Tuna;0;Türkçe;45562,49177;100902
ISBN_000000000001728;ACCS_000000000001696;LOAN_000000000001771;Kökten Refah;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Sara Gül Turan;Sara Gül;Turan;0;Türkçe;44531,55059;100903
ISBN_000000000001729;ACCS_000000000001697;LOAN_000000000001772;Kölelik;Roman;Tarih ve Co?rafya;Ketebe Yay?nlar?;Prof.Dr. ?smail Parlat?r;Prof.Dr. ?smail;Parlat?r;0;Türkçe;44526,4033;100904
ISBN_000000000001730;ACCS_000000000001698;LOAN_000000000001773;Köpe?ime Mektup;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;François Nourissier;François;Nourissier;0;Türkçe;44526,56679;100905
ISBN_000000000001731;ACCS_000000000001699;LOAN_000000000001774;Köpek Bak?m? Ve E?itimi;Roman;Do?a Bilimleri ve Matematik;Ketebe Yay?nlar?;M?chel Hasbrouck;M?chel;Hasbrouck;0;Türkçe;45586,54689;100776
ISBN_000000000001732;ACCS_000000000001700;LOAN_000000000001775;Köpek Kalbi;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?; Mihail Bulgakov; Mihail;Bulgakov;0;Türkçe;44529,49204;100906
ISBN_000000000001733;ACCS_000000000001701;LOAN_000000000001776;Köprü  Ay?e Kulin;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Ay?e Kulin;Ay?e;Kulin;0;Türkçe;44900,4994;100181
ISBN_000000000001734;ACCS_000000000001702;LOAN_000000000001777;Kör Bayku?;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Sad?k Hidayet;Sad?k;Hidayet;0;Türkçe;44901,39271;100303
ISBN_000000000001735;ACCS_000000000001703;LOAN_000000000001778;Körduman;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Kemal Tahir;Kemal;Tahir;0;Türkçe;45586,54677;100020
ISBN_000000000001736;ACCS_000000000001704;LOAN_000000000001779;Kördü?üm;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Ay?e Kulin;Ay?e;Kulin;0;Türkçe;45586,54677;100181
ISBN_000000000001737;ACCS_000000000001705;LOAN_000000000001780;Körlük;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Jose Saramago;Jose;Saramago;0;Türkçe;45586,54677;100907
ISBN_000000000001738;ACCS_000000000001706;LOAN_000000000001781;Köse Kad?;Roman;Türk Edebiyat?;Ötüken Yay?nevi;Bahaeddin Özki?i;Bahaeddin;Özki?i;0;Türkçe;45586,54677;100908
ISBN_000000000001739;ACCS_000000000001707;LOAN_000000000001782;Kösem Sultan;Roman;Tarih ve Co?rafya;Yeditepe Yay?nlar?;Erhan Afyoncu;Erhan;Afyoncu;0;Türkçe;45586,54677;100017
ISBN_000000000001740;ACCS_000000000001708;LOAN_000000000001783;Kötü Arkada?lardan Ö?rendi?im ?yi ?ark?lar;Roman;?iir;T.C ?stanbul Valili?i;Mustafa Akar;Mustafa;Akar;0;Türkçe;44524,6298;100013
ISBN_000000000001741;ACCS_000000000001709;LOAN_000000000001784;Köyün Çocu?u;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;E. Eschenbach;E.;Eschenbach;0;Türkçe;44900,48215;100269
ISBN_000000000001742;ACCS_000000000001710;LOAN_000000000001785;Köz;Roman;Tarih ve Co?rafya;Ketebe Yay?nlar?;H.Meriç Doruk;H.Meriç;Doruk;0;Türkçe;44531,52421;100909
ISBN_000000000001743;ACCS_000000000001711;LOAN_000000000001786;Krallar?n Çarp??mas?;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;George R. R. Mart?n;George R. R.;Mart?n;0;Türkçe;44531,50635;100614
ISBN_000000000001744;ACCS_000000000001712;LOAN_000000000001787;Krallar?n ?ark?lar?;Roman;?iir;Ketebe Yay?nlar?;Barry Unsworth;Barry;Unsworth;0;Türkçe;44526,58453;100802
ISBN_000000000001745;ACCS_000000000001713;LOAN_000000000001788;Kreutzer Sonati;Roman;Rus Edebiyat?;Ketebe Yay?nlar?;Tolstoy;Nikolayeviç;Tolstoy;0;Türkçe;45586,54689;100019
ISBN_000000000001746;ACCS_000000000001714;LOAN_000000000001789;Kristal Denizalt?;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Ahmet Altan;Ahmet;Altan;0;Türkçe;45415,52159;100063
ISBN_000000000001747;ACCS_000000000001715;LOAN_000000000001790;Kristal Kelebekler;Roman;Din ve Mitoloji;Ketebe Yay?nlar?;Kamil Çak?r;Kamil;Çak?r;0;Türkçe;45562,34766;100076
ISBN_000000000001748;ACCS_000000000001716;LOAN_000000000001791;Krizalitler;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;John Wyndham;John;Wyndham;0;Türkçe;44525,37524;100068
ISBN_000000000001749;ACCS_000000000001717;LOAN_000000000001792;Kul;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Seray ?ahiner;Seray;?ahiner;0;Türkçe;44524,63288;100910
ISBN_000000000001750;ACCS_000000000001718;LOAN_000000000001793;Kumarbaz;Roman;Rus Edebiyat?;Ketebe Yay?nlar?;Dostoyevski;Dostoyevski;0;0;Türkçe;45586,54677;100113
ISBN_000000000001751;ACCS_000000000001719;LOAN_000000000001794;Kumral Ada Mavi Tuna;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Buket Uzuner;Buket;Uzuner;0;Türkçe;44526,46685;100420
ISBN_000000000001752;ACCS_000000000001720;LOAN_000000000001795;Kurals?z;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Veron?ca Roth;Veron?ca;Roth;0;Türkçe;44529,36123;100218
ISBN_000000000001753;ACCS_000000000001721;LOAN_000000000001796;Kur'An-I Kerim'De & Peygamber K?ssalar?;Dini Eser;Din ve Mitoloji;Ca?ao?lu Yay?nevi;Ahmet Kaleli;Ahmet;Kaleli;0;Türkçe;44525,56108;100063
ISBN_000000000001754;ACCS_000000000001722;LOAN_000000000001797;Kurt ?zi;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;N?cholas Evans;N?cholas;Evans;0;Türkçe;45586,54681;100911
ISBN_000000000001755;ACCS_000000000001723;LOAN_000000000001798;Kurt Kanunu;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Kemal Tahir;Kemal;Tahir;0;Türkçe;44525,56053;100020
ISBN_000000000001756;ACCS_000000000001724;LOAN_000000000001799;Kurt Seyt Sh?ra;Roman;Tarih ve Co?rafya;Ketebe Yay?nlar?;Nermin Berzmen;Nermin;Berzmen;0;Türkçe;44900,46954;100912
ISBN_000000000001757;ACCS_000000000001725;LOAN_000000000001800;Kurtlar ?mparatorlu?u;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Grange;Grange;0;0;Türkçe;45566,42586;100913
ISBN_000000000001758;ACCS_000000000001726;LOAN_000000000001801;Kurtulu? Sava??nda Atatürk Ve Din Adamlar?;Roman;Ortado?u (Yak?ndo?u);Ketebe Yay?nlar?;Ali Kuzu;Ali;Kuzu;0;Türkçe;45586,54677;100090
ISBN_000000000001759;ACCS_000000000001727;LOAN_000000000001802;Kurtulu?tan Kurulu?a Atatürk;Roman;Ortado?u (Yak?ndo?u);Ketebe Yay?nlar?;Yrd. Doç Dr. Ali Güler Yrd. Doç. Dr. Suat Akgül;Yrd. Doç Dr. Ali Güler Yrd. Doç. Dr. Suat;Akgül;0;Türkçe;44525,32852;100914
ISBN_000000000001760;ACCS_000000000001728;LOAN_000000000001803;Ku?at?lm?? Bir ?mparatorluk Osmanl? Harpleri;Roman;Tarih ve Co?rafya;Ketebe Yay?nlar?;Virginia H. Aksan;Virginia H.;Aksan;0;Türkçe;44526,46874;100915
ISBN_000000000001761;ACCS_000000000001729;LOAN_000000000001804;Ku?larla Sohbetin ?artlar?;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Ahmet Murat;Ahmet;Murat;0;Türkçe;45586,54686;100063
ISBN_000000000001762;ACCS_000000000001730;LOAN_000000000001805;Kutadgu Bilig'Den Seçmeler;Roman;?iir;Ketebe Yay?nlar?;Yusuf Has Hacib;Yusuf Has;Hacib;0;Türkçe;45562,5497;100916
ISBN_000000000001763;ACCS_000000000001731;LOAN_000000000001806;Kutsal Bar??;Roman;Tarih ve Co?rafya;Ketebe Yay?nlar?;Hasan ?zzetin Dinamo;Hasan ?zzetin;Dinamo;0;Türkçe;44531,47184;100917
ISBN_000000000001764;ACCS_000000000001732;LOAN_000000000001807;Kutsal S???nak;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;William Faulkner;William;Faulkner;0;Türkçe;44525,54303;100918
ISBN_000000000001765;ACCS_000000000001733;LOAN_000000000001808;Kutulamare Zaferi;Roman;Tarih ve Co?rafya;Yeditepe Yay?nlar?;Muzaffer Albayrak;Muzaffer;Albayrak;0;Türkçe;44526,45118;100919
ISBN_000000000001766;ACCS_000000000001734;LOAN_000000000001809;Kuvvac?;Roman;Tarih ve Co?rafya;Ötüken Yay?nevi;Faz?l Say?n;Faz?l;Say?n;0;Türkçe;44532,35708;100920
ISBN_000000000001767;ACCS_000000000001735;LOAN_000000000001810;Kuyruklu Y?ld?z Alt?nda Bir Evlenme;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Hüseyin Rahmi Gürp?nar;Hüseyin Rahmi;Gürp?nar;0;Türkçe;45586,54697;100443
ISBN_000000000001768;ACCS_000000000001736;LOAN_000000000001811;Kuyruklu Y?ld?z Alt?nda Bir ?zdivaç;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Hüseyin Rahmi Gürp?nar;Hüseyin Rahmi;Gürp?nar;0;Türkçe;45586,54697;100443
ISBN_000000000001769;ACCS_000000000001736;LOAN_000000000001812;Kuyruklu Y?ld?z Alt?nda Bir ?zdivaç;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Hüseyin Rahhmi Gürpinar;Hüseyin Rahhmi;Gürpinar;0;Türkçe;45328,66328;100114
ISBN_000000000001770;ACCS_000000000001737;LOAN_000000000001813;Kuyucakl? Yusuf;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Sabahattin Ali;Sabahattin;Ali;0;Türkçe;45562,54844;100116
ISBN_000000000001771;ACCS_000000000001738;LOAN_000000000001814;Kuzey Y?ld?z?;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Janet Dailey;Janet;Dailey;0;Türkçe;44525,48397;100921
ISBN_000000000001772;ACCS_000000000001739;LOAN_000000000001815;Kuzular?n Ergenli?i;Roman;Do?a Bilimleri ve Matematik;Yitik Ülke Yay?nlar?;Ümit Co?kun;Ümit;Co?kun;0;Türkçe;44901,37178;100922
ISBN_000000000001773;ACCS_000000000001740;LOAN_000000000001816;Küçü?e Bir Dondurma;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Tuna Kiremitçi;Tuna;Kiremitçi;0;Türkçe;44524,56522;100018
ISBN_000000000001774;ACCS_000000000001741;LOAN_000000000001817;Küçük A?a;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Tar?k Bu?ra;Tar?k;Bu?ra;0;Türkçe;44529,5245;100583
ISBN_000000000001775;ACCS_000000000001742;LOAN_000000000001818;Küçük A?ac?n E?itimi;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Forrest Carter;Forrest;Carter;0;Türkçe;45363,87506;100923
ISBN_000000000001776;ACCS_000000000001743;LOAN_000000000001819;Küçük Ar?;Roman;Dünya Edebiyat?;Pegasus Yay?nlar?;Chris Cleave;Chris;Cleave;0;Türkçe;44901,37112;100924
ISBN_000000000001777;ACCS_000000000001744;LOAN_000000000001820;Küçük Han?mlar Küçük Beyler;Roman;Türk Edebiyat?;An?tkabir Komutanl???;Kas?m Mehmet Teke;Kas?m Mehmet;Teke;0;Türkçe;45567,36133;100925
ISBN_000000000001778;ACCS_000000000001745;LOAN_000000000001821;Küçük Lord;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;F.Huhgson Burnett;F.Huhgson;Burnett;0;Türkçe;44529,38863;100926
ISBN_000000000001779;ACCS_000000000001746;LOAN_000000000001822;Küçük Mucizeler Dükkan?;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Debbie Macomber;Debbie;Macomber;0;Türkçe;45042,44407;100327
ISBN_000000000001780;ACCS_000000000001746;LOAN_000000000001823;Küçük Mucizeler Dükkan?;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Debb?e Macomber;Debb?e;Macomber;0;Türkçe;45042,44421;100927
ISBN_000000000001781;ACCS_000000000001747;LOAN_000000000001824;Küçük Prens;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Anto?ne De Sa?nt Exupery;Anto?ne De Sa?nt;Exupery;0;Türkçe;45572,56159;100928
ISBN_000000000001782;ACCS_000000000001747;LOAN_000000000001825;Küçük Prens;Roman;Frans?z Edebiyat?;Ketebe Yay?nlar?;Antonie De Saint - Exupery;Antonie De Saint -;Exupery;0;Türkçe;45572,56159;100929
ISBN_000000000001783;ACCS_000000000001748;LOAN_000000000001826;Küçük ?eyler;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Prof.Dr.Üstün Dökmen;Prof.Dr.Üstün;Dökmen;0;Türkçe;44526,39818;100930
ISBN_000000000001784;ACCS_000000000001749;LOAN_000000000001827;Küçük Yunan Mitologyas?;Roman;Felsefe ve Psikoloji;Ketebe Yay?nlar?;Eckart Peter?ch;Eckart;Peter?ch;0;Türkçe;44526,366;100931
ISBN_000000000001785;ACCS_000000000001750;LOAN_000000000001828;Küçükçekmece Okyanusu / Can Kurtaran Y?lmaz;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;R?fat Ilgaz;R?fat;Ilgaz;0;Türkçe;44525,369;100243
ISBN_000000000001786;ACCS_000000000001751;LOAN_000000000001829;Küller ?ehri;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Cassandra Clare;Cassandra;Clare;0;Türkçe;45586,54677;100460
ISBN_000000000001787;ACCS_000000000001752;LOAN_000000000001830;Küller Ve Uçurumlar;Roman;Türk Edebiyat?;Dedalus Kitap;Necip Tosun;Necip;Tosun;0;Türkçe;44525,354;100040
ISBN_000000000001788;ACCS_000000000001753;LOAN_000000000001831;Küresel Ça?da Nas?l Bir Gençlik;Roman;Türk Edebiyat?;T.C ?stanbul Valili?i;Kudret Bülbül;Kudret;Bülbül;0;Türkçe;44531,55329;100932
ISBN_000000000001789;ACCS_000000000001754;LOAN_000000000001832;Küresel Is?nma Atlas?;Roman;Do?a Bilimleri ve Matematik;Ketebe Yay?nlar?;Freder?c Denhez;Freder?c;Denhez;0;Türkçe;44526,33177;100933
ISBN_000000000001790;ACCS_000000000001755;LOAN_000000000001833;Küresel Sermaye Ve E?itimin Dönü?ümü;Roman;Do?a Bilimleri ve Matematik;T.C ?stanbul Valili?i;?smail Aydo?an Mutlu Sad?k Fidan;?smail Aydo?an Mutlu Sad?k;Fidan;0;Türkçe;45586,54682;100934
ISBN_000000000001791;ACCS_000000000001756;LOAN_000000000001834;Laboratuvar 1;Roman;Do?a Bilimleri ve Matematik;Ketebe Yay?nlar?;Ahmet Diner;Ahmet;Diner;0;Türkçe;45567,40939;100063
ISBN_000000000001792;ACCS_000000000001757;LOAN_000000000001835;Lahitte Bir Rölyefin Suskunlu?u;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Ya?mur Arabac?;Ya?mur;Arabac?;0;Türkçe;45567,30664;100935
ISBN_000000000001793;ACCS_000000000001758;LOAN_000000000001836;Laiklik;Roman;Tarih ve Co?rafya;Ketebe Yay?nlar?;Toktam?? Ate?;Toktam??;Ate?;0;Türkçe;44531,48972;100936
ISBN_000000000001794;ACCS_000000000001759;LOAN_000000000001837;Lam?el;Roman;Frans?z Edebiyat?;Ketebe Yay?nlar?;Stendhal;Stendhal;0;0;Türkçe;45573,28166;100879
ISBN_000000000001795;ACCS_000000000001760;LOAN_000000000001838;Land;Roman;Rus Edebiyat?;Ketebe Yay?nlar?;Tolstoy;Nikolayeviç;Tolstoy;0;Türkçe;45573,28166;100019
ISBN_000000000001796;ACCS_000000000001761;LOAN_000000000001839;Latife Han?m;Roman;Tarih ve Co?rafya;Ketebe Yay?nlar?;?pek Çal??lar;?pek;Çal??lar;0;Türkçe;45573,28322;100249
ISBN_000000000001797;ACCS_000000000001762;LOAN_000000000001840;Lavanta Odas?;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;N?na George;N?na;George;0;Türkçe;44525,60071;100937
ISBN_000000000001798;ACCS_000000000001763;LOAN_000000000001841;Lel?a;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;George Sand;George;Sand;0;Türkçe;44526,35398;100001
ISBN_000000000001799;ACCS_000000000001764;LOAN_000000000001842;Lelia;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;George Sand;George;Sand;0;Türkçe;45586,54682;100001
ISBN_000000000001800;ACCS_000000000001765;LOAN_000000000001843;Leyla ?le Mecnun;Roman;Türk Edebiyat?;Kap? Yay?nlar?;?skender Pala;?skender;Pala;0;Türkçe;44524,62828;100059
ISBN_000000000001800;ACCS_000000000001766;LOAN_000000000001844;Leyla ?le Mecnun;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;?skender Pala;?skender;Pala;0;Türkçe;45566,3409;100059
ISBN_000000000001801;ACCS_000000000001767;LOAN_000000000001845;Leyla ?le Mecnun ?iirler V??;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Sezai Karakoç;Sezai;Karakoç;0;Türkçe;45566,42889;100033
ISBN_000000000001802;ACCS_000000000001768;LOAN_000000000001846;L?ttle Women;Roman;Dil ve Dil Bilimi;Ketebe Yay?nlar?;Lou?sa May Alcott;Lou?sa May;Alcott;0;Türkçe;45342,42883;100938
ISBN_000000000001803;ACCS_000000000001769;LOAN_000000000001847;Liderin Tak?m Çantas?;Roman;Tarih ve Co?rafya;Remzi Kitabevi;Cem Kozlu;Cem;Kozlu;0;Türkçe;45562,34185;100939
ISBN_000000000001804;ACCS_000000000001770;LOAN_000000000001848;Limanlar;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;James Barlow;James;Barlow;0;Türkçe;45562,5037;100209
ISBN_000000000001805;ACCS_000000000001771;LOAN_000000000001849;Lord Arthur Savile'Nin Suçu;Roman;?ngiliz Edebiyat?;Ketebe Yay?nlar?;Oscar W?lde;Oscar;W?lde;0;Türkçe;45566,41822;100940
ISBN_000000000001806;ACCS_000000000001772;LOAN_000000000001850;Lotte We?mar'Da;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Thomas Mann;Thomas;Mann;0;Türkçe;45345,49247;100551
ISBN_000000000001807;ACCS_000000000001773;LOAN_000000000001851;Lütfi Ö.Akad Bir Anlat? Ustas?;Roman;Türk Edebiyat?;T.C. ?stanbul Valili?i;Mücahit Gündo?du;Mücahit;Gündo?du;0;Türkçe;45345,54058;100941
ISBN_000000000001808;ACCS_000000000001774;LOAN_000000000001852;Maarif;Roman;Din ve Mitoloji;Ataç Yay?nlar?;Sultan Veled;Sultan;Veled;0;Türkçe;45345,54197;100942
ISBN_000000000001809;ACCS_000000000001775;LOAN_000000000001853;Mabel Jones'Un Ak?l Almaz Maceralar?;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Will Mabbitt;Will;Mabbitt;0;Türkçe;44526,33479;100943
ISBN_000000000001810;ACCS_000000000001776;LOAN_000000000001854;Mabet Ve Millet;Roman;Türk Edebiyat?;Türk Edebiyat? Vakf? Yay?nlar?;Ahmet Kabakl?;Ahmet;Kabakl?;0;Türkçe;45562,50191;100063
ISBN_000000000001811;ACCS_000000000001777;LOAN_000000000001855;Mabetsiz ?ehir;Roman;Türk Edebiyat?;Tedev Yay?nlar?;Osman Yüksel Serdengeçti;Osman Yüksel;Serdengeçti;0;Türkçe;44523,54624;100203
ISBN_000000000001812;ACCS_000000000001778;LOAN_000000000001856;Macbeth;Roman;Sanat;Ketebe Yay?nlar?;W. Shakespeare;W.;Shakespeare;0;Türkçe;45184,53814;100944
ISBN_000000000001813;ACCS_000000000001779;LOAN_000000000001857;Madam Bovary;Roman;Frans?z Edebiyat?;Ketebe Yay?nlar?;Gustave Flaubert;Gustave;Flaubert;0;Türkçe;45562,50381;100945
ISBN_000000000001814;ACCS_000000000001779;LOAN_000000000001858;Madam Bovary;Roman;Dünya Edebiyat?;Ketebe Yay?nlar?;Gustave Falaubert;Gustave;Falaubert;0;Türkçe;45434,50447;100945
ISBN_000000000001815;ACCS_000000000001780;LOAN_000000000001859;Maderzad Palas;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Erbu? Kaya;Erbu?;Kaya;0;Türkçe;45568,53961;100946
ISBN_000000000001816;ACCS_000000000001781;LOAN_000000000001860;Mahalle Sinamas?;Roman;Türk Edebiyat?;Ketebe Yay?nlar?;Sevim Ak;Sevim;Ak;0;Türkçe;45042,45316;100856
